match_id,friendly_picks,enemy_picks,bans,win_rate
6004,"[1, 20, 27, 23, 28]","[3, 21, 2, 18, 4]","[16, 14, 22, 13, 5, 15]",0.5415
6005,"[23, 17, 9, 1, 3]","[4, 30, 18, 26, 7]","[19, 5, 29, 27, 24, 15]",0.667
6006,"[7, 24, 25, 20, 13]","[9, 5, 26, 18, 4]","[3, 6, 29, 16, 22, 11]",0.5907
6007,"[7, 8, 24, 19, 26]","[5, 17, 29, 2, 3]","[25, 4, 23, 22, 21, 30]",0.5502
6008,"[30, 28, 5, 20, 21]","[18, 16, 14, 17, 29]","[6, 10, 2, 22, 1, 7]",0.5095
6009,"[9, 29, 10, 3, 26]","[13, 22, 8, 17, 1]","[30, 15, 4, 23, 18, 12]",0.6899
6010,"[10, 16, 7, 6, 20]","[5, 18, 19, 26, 12]","[11, 30, 21, 23, 25, 1]",0.5302
6011,"[2, 29, 21, 12, 19]","[4, 3, 8, 18, 20]","[17, 1, 24, 27, 26, 23]",0.6922
6012,"[7, 2, 10, 26, 13]","[11, 17, 3, 24, 25]","[14, 9, 29, 6, 27, 1]",0.6664
6013,"[7, 2, 4, 14, 26]","[6, 5, 22, 9, 20]","[18, 23, 13, 21, 8, 19]",0.6108
6014,"[21, 13, 30, 25, 22]","[16, 10, 5, 4, 18]","[20, 19, 14, 29, 8, 28]",0.6454
6015,"[27, 30, 7, 14, 26]","[19, 18, 20, 28, 10]","[29, 11, 15, 6, 22, 5]",0.5354
6016,"[4, 15, 18, 12, 8]","[28, 1, 17, 25, 21]","[24, 2, 7, 16, 22, 26]",0.5441
6017,"[30, 14, 3, 26, 21]","[22, 2, 1, 5, 4]","[20, 18, 25, 13, 10, 7]",0.6259
6018,"[25, 18, 22, 8, 16]","[19, 23, 5, 26, 17]","[9, 24, 13, 29, 21, 1]",0.641
6019,"[16, 29, 4, 9, 19]","[11, 20, 18, 27, 24]","[30, 21, 13, 26, 7, 6]",0.5894
6020,"[26, 18, 22, 29, 2]","[8, 14, 6, 21, 16]","[23, 9, 4, 17, 19, 3]",0.6068
6021,"[26, 3, 8, 25, 17]","[16, 22, 5, 29, 18]","[2, 7, 11, 6, 15, 12]",0.7057
6022,"[2, 20, 30, 25, 17]","[1, 11, 28, 13, 3]","[23, 26, 5, 7, 24, 22]",0.5464
6023,"[20, 2, 19, 1, 5]","[8, 30, 12, 7, 10]","[21, 15, 16, 17, 22, 4]",0.6456
6024,"[21, 17, 6, 8, 1]","[19, 2, 9, 7, 27]","[15, 14, 28, 20, 3, 23]",0.5338
6025,"[23, 22, 27, 7, 14]","[17, 4, 8, 12, 24]","[26, 25, 3, 5, 10, 2]",0.6063
6026,"[30, 2, 5, 20, 21]","[3, 24, 26, 19, 9]","[7, 16, 29, 17, 6, 14]",0.564
6027,"[8, 13, 27, 20, 5]","[26, 19, 30, 11, 2]","[28, 7, 3, 18, 29, 24]",0.6014
6028,"[12, 6, 18, 11, 27]","[29, 10, 24, 5, 19]","[26, 14, 8, 3, 7, 22]",0.6431
6029,"[30, 29, 5, 22, 4]","[3, 28, 11, 25, 10]","[12, 18, 15, 2, 8, 14]",0.5988
6030,"[10, 3, 5, 15, 14]","[2, 19, 16, 26, 18]","[13, 25, 27, 23, 8, 21]",0.5587
6031,"[16, 28, 2, 23, 15]","[17, 3, 10, 29, 7]","[6, 30, 5, 11, 9, 8]",0.5863
6032,"[5, 30, 18, 17, 8]","[29, 3, 11, 21, 15]","[25, 1, 22, 24, 6, 10]",0.6335
6033,"[8, 26, 15, 6, 28]","[18, 9, 13, 30, 4]","[12, 1, 25, 27, 7, 11]",0.6759
6034,"[14, 16, 4, 23, 24]","[15, 10, 27, 6, 5]","[2, 25, 26, 19, 1, 18]",0.6709
6035,"[10, 12, 28, 21, 25]","[9, 24, 8, 14, 7]","[30, 27, 23, 13, 11, 6]",0.6183
6036,"[24, 21, 12, 17, 27]","[1, 6, 28, 5, 2]","[25, 20, 10, 16, 18, 15]",0.5461
6037,"[28, 11, 15, 19, 18]","[30, 2, 26, 20, 6]","[14, 23, 12, 8, 13, 29]",0.6101
6038,"[21, 8, 30, 12, 18]","[25, 16, 10, 7, 6]","[23, 9, 4, 14, 24, 28]",0.5606
6039,"[29, 15, 17, 6, 30]","[5, 4, 24, 7, 12]","[2, 23, 1, 22, 21, 20]",0.6114
6040,"[5, 18, 2, 11, 6]","[17, 1, 30, 3, 20]","[8, 29, 24, 21, 12, 9]",0.6359
6041,"[5, 13, 3, 28, 15]","[8, 26, 7, 14, 23]","[9, 10, 24, 4, 19, 16]",0.5614
6042,"[29, 16, 30, 18, 25]","[17, 1, 7, 2, 15]","[28, 26, 5, 3, 13, 27]",0.5403
6043,"[29, 10, 23, 3, 14]","[19, 13, 22, 7, 2]","[8, 11, 17, 28, 27, 9]",0.7311
6044,"[20, 24, 14, 18, 9]","[13, 30, 5, 27, 28]","[23, 16, 19, 25, 21, 15]",0.7035
6045,"[3, 13, 16, 20, 10]","[2, 5, 18, 8, 9]","[27, 11, 7, 17, 21, 25]",0.5433
6046,"[29, 16, 12, 5, 9]","[30, 27, 26, 18, 2]","[23, 19, 17, 28, 1, 22]",0.5942
6047,"[1, 29, 6, 12, 26]","[9, 16, 27, 25, 8]","[3, 10, 20, 28, 4, 21]",0.632
6048,"[27, 30, 25, 22, 19]","[9, 20, 23, 18, 5]","[29, 24, 15, 6, 2, 1]",0.6316
6049,"[30, 12, 10, 27, 4]","[21, 26, 7, 25, 17]","[5, 11, 19, 9, 29, 15]",0.6736
6050,"[9, 8, 15, 25, 21]","[28, 27, 11, 16, 1]","[10, 24, 12, 23, 13, 4]",0.7072
6051,"[25, 3, 24, 15, 6]","[26, 12, 17, 13, 11]","[2, 4, 29, 21, 20, 30]",0.5659
6052,"[6, 14, 28, 2, 27]","[23, 29, 30, 8, 15]","[21, 12, 19, 20, 13, 9]",0.6341
6053,"[24, 25, 22, 23, 7]","[6, 11, 9, 17, 5]","[1, 10, 21, 27, 29, 8]",0.6177
6054,"[16, 5, 13, 27, 6]","[9, 30, 17, 4, 12]","[18, 28, 22, 11, 15, 21]",0.7169
6055,"[3, 14, 10, 27, 22]","[1, 24, 7, 2, 6]","[30, 18, 15, 8, 5, 9]",0.629
6056,"[18, 12, 16, 30, 2]","[23, 9, 25, 6, 5]","[22, 29, 13, 14, 1, 3]",0.6602
6057,"[18, 8, 24, 10, 19]","[7, 6, 21, 26, 29]","[13, 5, 25, 28, 1, 12]",0.678
6058,"[1, 4, 24, 21, 19]","[7, 20, 3, 9, 18]","[12, 5, 2, 28, 8, 25]",0.5974
6059,"[25, 19, 30, 10, 3]","[9, 22, 7, 20, 12]","[26, 13, 14, 2, 18, 23]",0.5561
6060,"[1, 7, 23, 11, 8]","[4, 9, 14, 22, 26]","[15, 28, 3, 17, 29, 24]",0.6239
6061,"[6, 13, 18, 9, 26]","[5, 30, 17, 1, 8]","[25, 10, 27, 4, 16, 21]",0.535
6062,"[2, 18, 26, 13, 23]","[1, 10, 25, 4, 6]","[14, 30, 3, 16, 17, 20]",0.6026
6063,"[18, 8, 24, 1, 10]","[17, 20, 11, 26, 6]","[27, 19, 2, 21, 30, 25]",0.5591
6064,"[13, 5, 24, 17, 28]","[19, 25, 9, 21, 11]","[23, 20, 2, 3, 14, 7]",0.6207
6065,"[4, 5, 24, 15, 21]","[9, 20, 23, 28, 3]","[17, 7, 22, 26, 16, 27]",0.5207
6066,"[21, 26, 9, 25, 16]","[24, 7, 27, 4, 13]","[20, 30, 18, 12, 28, 10]",0.7056
6067,"[22, 9, 29, 8, 18]","[24, 3, 5, 20, 19]","[17, 11, 7, 13, 15, 4]",0.5786
6068,"[26, 9, 16, 20, 22]","[30, 24, 12, 11, 5]","[3, 10, 14, 23, 8, 18]",0.6102
6069,"[2, 30, 15, 5, 27]","[9, 17, 18, 14, 28]","[1, 25, 19, 8, 10, 11]",0.6636
6070,"[15, 14, 5, 11, 2]","[28, 10, 21, 19, 29]","[30, 3, 25, 13, 23, 12]",0.6347
6071,"[10, 21, 7, 24, 16]","[4, 1, 13, 25, 3]","[22, 8, 28, 17, 27, 26]",0.6607
6072,"[22, 3, 20, 21, 2]","[18, 27, 12, 5, 30]","[25, 28, 24, 26, 6, 7]",0.5493
6073,"[8, 15, 5, 30, 9]","[22, 12, 21, 11, 28]","[20, 6, 2, 19, 18, 13]",0.585
6074,"[24, 8, 12, 29, 18]","[6, 21, 26, 30, 10]","[28, 27, 1, 13, 9, 4]",0.5672
6075,"[8, 30, 14, 11, 25]","[20, 13, 24, 23, 7]","[19, 6, 18, 28, 3, 2]",0.716
6076,"[12, 30, 15, 29, 14]","[9, 7, 18, 20, 22]","[27, 17, 2, 23, 6, 11]",0.6732
6077,"[10, 29, 28, 18, 22]","[16, 13, 3, 14, 30]","[20, 12, 26, 19, 21, 8]",0.6831
6078,"[22, 23, 12, 20, 3]","[10, 26, 16, 29, 7]","[2, 11, 15, 9, 24, 17]",0.7079
6079,"[18, 19, 23, 10, 7]","[24, 12, 4, 2, 26]","[22, 6, 1, 9, 29, 11]",0.6326
6080,"[11, 2, 15, 22, 23]","[5, 30, 8, 14, 29]","[18, 13, 3, 24, 6, 28]",0.5502
6081,"[15, 19, 7, 3, 13]","[22, 20, 14, 21, 2]","[16, 9, 29, 4, 26, 1]",0.7084
6082,"[14, 13, 8, 27, 2]","[11, 16, 25, 23, 1]","[30, 5, 3, 17, 19, 26]",0.6489
6083,"[26, 5, 8, 11, 9]","[25, 14, 21, 16, 20]","[10, 19, 17, 28, 15, 2]",0.5072
6084,"[20, 26, 29, 16, 8]","[24, 5, 28, 21, 7]","[25, 23, 15, 4, 30, 11]",0.5336
6085,"[28, 14, 3, 20, 25]","[10, 27, 5, 19, 16]","[12, 24, 4, 29, 11, 15]",0.6484
6086,"[24, 6, 28, 20, 29]","[27, 25, 26, 1, 23]","[19, 5, 18, 30, 17, 8]",0.5527
6087,"[17, 13, 18, 22, 14]","[26, 24, 6, 28, 10]","[21, 27, 5, 16, 30, 19]",0.714
6088,"[17, 2, 13, 11, 14]","[18, 25, 21, 4, 10]","[12, 24, 3, 23, 1, 30]",0.6276
6089,"[23, 5, 18, 7, 2]","[26, 12, 3, 14, 8]","[28, 30, 24, 4, 11, 20]",0.5385
6090,"[23, 19, 12, 29, 17]","[3, 16, 25, 20, 5]","[1, 7, 4, 9, 10, 14]",0.5974
6091,"[3, 11, 10, 1, 27]","[15, 22, 18, 30, 16]","[25, 17, 8, 12, 23, 5]",0.664
6092,"[15, 18, 12, 23, 6]","[27, 7, 4, 26, 28]","[9, 29, 3, 16, 1, 2]",0.6039
6093,"[22, 9, 8, 10, 25]","[14, 1, 2, 26, 29]","[23, 3, 12, 16, 4, 27]",0.6311
6094,"[8, 15, 24, 10, 25]","[28, 29, 27, 9, 7]","[4, 22, 23, 18, 6, 26]",0.6637
6095,"[8, 27, 24, 4, 19]","[28, 16, 2, 14, 6]","[29, 20, 11, 5, 26, 30]",0.6448
6096,"[14, 27, 15, 25, 7]","[18, 8, 28, 21, 19]","[29, 22, 3, 24, 10, 30]",0.6683
6097,"[21, 4, 1, 10, 28]","[9, 8, 24, 3, 2]","[7, 27, 29, 20, 23, 11]",0.5204
6098,"[9, 26, 22, 7, 3]","[5, 2, 6, 14, 1]","[28, 19, 16, 10, 11, 12]",0.5997
6099,"[3, 16, 18, 8, 6]","[9, 24, 13, 19, 28]","[5, 12, 15, 11, 10, 4]",0.6514
6100,"[17, 12, 2, 16, 27]","[9, 25, 10, 19, 22]","[29, 4, 1, 20, 14, 26]",0.626
6101,"[21, 2, 1, 5, 27]","[25, 9, 8, 6, 28]","[20, 10, 13, 19, 22, 11]",0.5837
6102,"[23, 16, 24, 9, 29]","[15, 8, 27, 22, 30]","[25, 21, 14, 6, 5, 20]",0.538
6103,"[13, 14, 23, 7, 6]","[2, 30, 28, 26, 9]","[22, 19, 12, 11, 25, 1]",0.5892
6104,"[22, 6, 9, 17, 11]","[29, 14, 27, 21, 20]","[18, 5, 28, 8, 12, 26]",0.6588
6105,"[18, 23, 5, 2, 12]","[7, 29, 27, 6, 16]","[4, 21, 24, 28, 1, 17]",0.532
6106,"[13, 29, 21, 7, 16]","[2, 4, 8, 14, 5]","[23, 25, 19, 11, 6, 18]",0.6913
6107,"[14, 8, 16, 2, 29]","[15, 7, 24, 10, 12]","[25, 20, 26, 1, 30, 17]",0.6761
6108,"[8, 5, 11, 9, 23]","[1, 29, 27, 2, 6]","[7, 25, 19, 22, 28, 12]",0.5457
6109,"[8, 3, 15, 5, 19]","[10, 4, 20, 22, 26]","[29, 27, 30, 12, 24, 7]",0.5637
6110,"[30, 21, 9, 18, 7]","[19, 17, 23, 3, 29]","[26, 1, 13, 22, 28, 27]",0.5836
6111,"[30, 7, 25, 27, 11]","[21, 1, 22, 20, 3]","[28, 13, 10, 15, 9, 29]",0.5938
6112,"[3, 8, 5, 22, 12]","[9, 23, 17, 26, 21]","[19, 4, 6, 27, 15, 25]",0.6156
6113,"[19, 11, 4, 24, 2]","[6, 26, 10, 15, 7]","[8, 29, 27, 16, 1, 3]",0.5384
6114,"[20, 21, 15, 22, 17]","[11, 8, 3, 18, 13]","[2, 6, 30, 4, 23, 10]",0.5583
6115,"[11, 3, 14, 10, 27]","[28, 22, 21, 2, 25]","[23, 5, 6, 26, 9, 17]",0.6925
6116,"[19, 18, 13, 9, 12]","[20, 21, 17, 14, 23]","[4, 2, 5, 24, 29, 10]",0.6222
6117,"[25, 11, 17, 15, 5]","[9, 28, 19, 1, 21]","[24, 16, 20, 27, 22, 12]",0.6175
6118,"[16, 9, 19, 7, 28]","[2, 25, 22, 5, 3]","[21, 14, 1, 24, 18, 8]",0.6038
6119,"[15, 16, 29, 3, 11]","[17, 1, 30, 12, 4]","[14, 5, 20, 7, 24, 2]",0.7322
6120,"[12, 22, 16, 1, 18]","[13, 11, 25, 20, 19]","[8, 17, 3, 7, 15, 21]",0.6029
6121,"[2, 25, 26, 28, 10]","[23, 8, 20, 22, 3]","[17, 1, 27, 6, 13, 9]",0.685
6122,"[25, 14, 8, 19, 11]","[29, 17, 6, 15, 12]","[23, 2, 27, 5, 22, 21]",0.588
6123,"[17, 27, 22, 28, 13]","[3, 21, 11, 29, 19]","[7, 25, 12, 14, 24, 1]",0.5861
6124,"[12, 23, 20, 9, 3]","[27, 29, 26, 13, 6]","[10, 16, 21, 24, 4, 8]",0.6345
6125,"[11, 2, 21, 28, 7]","[10, 12, 25, 9, 27]","[14, 20, 26, 22, 29, 5]",0.5808
6126,"[30, 27, 9, 19, 22]","[25, 18, 7, 11, 4]","[24, 17, 23, 29, 21, 26]",0.6999
6127,"[22, 18, 8, 20, 16]","[1, 25, 7, 13, 3]","[29, 14, 21, 2, 5, 17]",0.6062
6128,"[14, 19, 29, 5, 10]","[15, 20, 9, 16, 18]","[13, 30, 24, 11, 8, 27]",0.6852
6129,"[30, 7, 24, 27, 14]","[23, 22, 1, 18, 28]","[25, 6, 26, 17, 8, 21]",0.5489
6130,"[25, 26, 4, 15, 5]","[12, 28, 7, 29, 27]","[13, 18, 10, 17, 24, 1]",0.5169
6131,"[15, 1, 29, 6, 10]","[2, 22, 20, 16, 30]","[23, 18, 25, 17, 19, 5]",0.5835
6132,"[5, 1, 8, 28, 4]","[18, 12, 11, 30, 21]","[24, 7, 23, 13, 2, 3]",0.595
6133,"[15, 16, 14, 13, 30]","[4, 6, 3, 12, 2]","[10, 24, 19, 7, 20, 17]",0.6053
6134,"[30, 21, 27, 22, 4]","[3, 6, 1, 28, 20]","[26, 2, 24, 8, 17, 18]",0.6997
6135,"[15, 30, 16, 11, 6]","[22, 5, 19, 28, 29]","[7, 12, 18, 20, 9, 23]",0.7415
6136,"[29, 30, 22, 23, 7]","[6, 10, 2, 24, 18]","[17, 25, 12, 20, 26, 13]",0.5793
6137,"[25, 16, 9, 20, 8]","[6, 3, 4, 28, 17]","[21, 23, 1, 30, 10, 13]",0.542
6138,"[23, 12, 9, 5, 30]","[10, 20, 13, 3, 2]","[14, 7, 29, 4, 16, 26]",0.6352
6139,"[25, 10, 20, 6, 18]","[14, 29, 12, 17, 21]","[2, 16, 13, 15, 26, 27]",0.5921
6140,"[4, 22, 9, 24, 29]","[20, 16, 17, 23, 3]","[12, 10, 18, 15, 2, 1]",0.6416
6141,"[18, 7, 5, 29, 21]","[11, 14, 25, 10, 1]","[4, 13, 16, 23, 6, 19]",0.6949
6142,"[7, 30, 20, 25, 16]","[10, 1, 28, 26, 13]","[15, 12, 11, 8, 24, 2]",0.6433
6143,"[3, 24, 25, 12, 8]","[27, 13, 11, 6, 21]","[30, 14, 17, 9, 20, 18]",0.6659
6144,"[16, 27, 13, 10, 20]","[12, 14, 7, 9, 17]","[26, 5, 29, 4, 23, 28]",0.6711
6145,"[1, 29, 18, 8, 13]","[26, 4, 5, 16, 15]","[17, 25, 27, 30, 3, 7]",0.6033
6146,"[13, 14, 27, 28, 8]","[22, 4, 1, 19, 25]","[5, 26, 9, 10, 24, 21]",0.6077
6147,"[21, 2, 20, 14, 28]","[24, 18, 19, 8, 3]","[16, 23, 30, 15, 26, 27]",0.6059
6148,"[17, 10, 5, 27, 23]","[21, 26, 13, 16, 8]","[15, 4, 7, 1, 6, 25]",0.5922
6149,"[3, 27, 9, 28, 1]","[23, 17, 21, 8, 18]","[20, 29, 7, 6, 11, 26]",0.5051
6150,"[8, 24, 4, 26, 3]","[29, 13, 1, 11, 17]","[12, 14, 15, 19, 7, 5]",0.6181
6151,"[24, 27, 2, 14, 9]","[25, 30, 12, 6, 19]","[13, 5, 20, 23, 28, 8]",0.6802
6152,"[13, 16, 14, 10, 29]","[15, 11, 9, 26, 17]","[21, 18, 19, 6, 28, 8]",0.5283
6153,"[17, 20, 27, 23, 14]","[30, 4, 18, 6, 8]","[16, 19, 12, 25, 10, 15]",0.644
6154,"[20, 4, 19, 27, 23]","[15, 21, 6, 7, 26]","[14, 11, 24, 12, 17, 30]",0.5979
6155,"[10, 11, 28, 21, 8]","[1, 19, 22, 2, 15]","[30, 24, 25, 12, 20, 4]",0.5418
6156,"[1, 9, 27, 11, 17]","[7, 28, 18, 29, 4]","[20, 12, 8, 5, 3, 19]",0.6804
6157,"[8, 14, 24, 18, 4]","[13, 3, 1, 17, 12]","[22, 15, 19, 5, 16, 23]",0.6188
6158,"[25, 3, 23, 4, 13]","[19, 7, 18, 5, 6]","[1, 29, 10, 24, 26, 12]",0.607
6159,"[13, 20, 7, 11, 16]","[22, 6, 4, 3, 24]","[27, 30, 15, 28, 2, 19]",0.5092
6160,"[20, 26, 19, 25, 14]","[12, 16, 23, 2, 29]","[21, 27, 24, 11, 4, 6]",0.6341
6161,"[28, 7, 30, 6, 15]","[26, 18, 4, 10, 3]","[20, 2, 11, 8, 1, 16]",0.5403
6162,"[18, 1, 8, 16, 13]","[30, 9, 5, 10, 3]","[25, 19, 2, 7, 14, 26]",0.5237
6163,"[2, 28, 23, 6, 11]","[8, 1, 26, 5, 10]","[21, 3, 20, 12, 9, 7]",0.7187
6164,"[28, 26, 6, 29, 14]","[27, 7, 2, 23, 25]","[10, 24, 20, 8, 22, 18]",0.5892
6165,"[1, 26, 19, 28, 23]","[20, 4, 6, 13, 9]","[16, 30, 21, 25, 3, 8]",0.5781
6166,"[19, 14, 13, 20, 24]","[27, 5, 29, 17, 2]","[18, 12, 7, 26, 21, 15]",0.7162
6167,"[25, 3, 7, 4, 24]","[27, 6, 30, 15, 2]","[13, 28, 29, 18, 8, 10]",0.5727
6168,"[20, 12, 25, 28, 7]","[18, 9, 19, 2, 26]","[30, 5, 8, 24, 15, 22]",0.5382
6169,"[28, 13, 25, 19, 9]","[18, 20, 23, 8, 14]","[30, 3, 15, 2, 6, 1]",0.6659
6170,"[28, 9, 19, 13, 24]","[11, 26, 23, 17, 15]","[29, 18, 12, 16, 4, 1]",0.6243
6171,"[12, 13, 11, 24, 25]","[16, 5, 2, 18, 8]","[26, 20, 3, 7, 17, 15]",0.6145
6172,"[29, 17, 8, 25, 16]","[6, 28, 5, 19, 10]","[4, 12, 23, 21, 18, 13]",0.53
6173,"[27, 20, 6, 29, 15]","[1, 26, 13, 28, 5]","[17, 22, 8, 3, 25, 30]",0.6645
6174,"[28, 17, 7, 16, 12]","[14, 24, 8, 29, 27]","[22, 15, 13, 2, 30, 1]",0.5723
6175,"[29, 3, 17, 14, 2]","[25, 21, 16, 6, 12]","[8, 15, 9, 5, 27, 23]",0.5652
6176,"[18, 29, 15, 20, 16]","[28, 1, 26, 30, 21]","[22, 8, 17, 7, 19, 25]",0.5338
6177,"[6, 29, 20, 8, 14]","[19, 12, 27, 24, 4]","[18, 1, 26, 17, 22, 15]",0.6983
6178,"[9, 1, 21, 26, 5]","[11, 23, 10, 3, 13]","[7, 8, 2, 19, 18, 25]",0.5475
6179,"[23, 27, 11, 9, 16]","[26, 13, 5, 4, 6]","[10, 22, 20, 19, 17, 24]",0.6345
6180,"[22, 17, 24, 23, 2]","[7, 29, 16, 26, 4]","[14, 5, 1, 10, 6, 28]",0.6597
6181,"[3, 11, 28, 29, 10]","[17, 26, 16, 15, 12]","[4, 25, 7, 14, 24, 5]",0.6708
6182,"[28, 23, 8, 3, 16]","[11, 1, 12, 7, 25]","[9, 2, 22, 29, 30, 17]",0.6865
6183,"[24, 12, 17, 16, 23]","[11, 10, 14, 8, 29]","[30, 4, 18, 28, 3, 21]",0.5258
6184,"[4, 25, 18, 14, 19]","[28, 10, 1, 17, 20]","[21, 29, 27, 23, 12, 26]",0.5535
6185,"[29, 22, 25, 28, 18]","[23, 3, 19, 9, 6]","[14, 2, 15, 16, 20, 24]",0.5831
6186,"[22, 10, 12, 5, 7]","[26, 9, 29, 24, 20]","[25, 15, 14, 21, 27, 6]",0.5572
6187,"[1, 21, 25, 13, 27]","[7, 29, 17, 22, 23]","[2, 16, 15, 28, 4, 20]",0.7111
6188,"[25, 4, 2, 19, 24]","[30, 29, 15, 16, 10]","[13, 6, 20, 21, 18, 23]",0.591
6189,"[2, 12, 13, 28, 14]","[5, 7, 29, 21, 10]","[30, 25, 27, 4, 19, 20]",0.516
6190,"[2, 21, 20, 6, 4]","[14, 26, 7, 22, 5]","[25, 1, 15, 30, 3, 18]",0.6228
6191,"[19, 9, 20, 23, 4]","[28, 11, 26, 8, 10]","[16, 2, 6, 13, 18, 12]",0.5487
6192,"[23, 19, 10, 27, 4]","[13, 29, 11, 16, 2]","[30, 15, 7, 25, 8, 12]",0.6222
6193,"[24, 21, 22, 10, 7]","[4, 16, 20, 28, 11]","[3, 2, 1, 23, 18, 26]",0.6752
6194,"[24, 5, 4, 6, 30]","[8, 1, 15, 27, 9]","[20, 25, 18, 7, 3, 29]",0.6615
6195,"[28, 29, 20, 12, 24]","[17, 1, 6, 5, 16]","[19, 21, 25, 3, 7, 4]",0.6537
6196,"[2, 11, 1, 22, 23]","[12, 3, 17, 4, 27]","[20, 18, 16, 15, 29, 30]",0.5258
6197,"[29, 3, 14, 23, 4]","[6, 28, 20, 5, 17]","[22, 19, 30, 16, 8, 21]",0.568
6198,"[7, 13, 25, 19, 10]","[3, 17, 1, 16, 12]","[6, 23, 30, 11, 27, 8]",0.5326
6199,"[21, 25, 18, 23, 16]","[6, 9, 20, 12, 4]","[11, 15, 13, 22, 1, 19]",0.5029
6200,"[24, 2, 19, 12, 18]","[21, 22, 8, 3, 30]","[29, 16, 11, 23, 6, 5]",0.6453
6201,"[16, 11, 15, 8, 2]","[29, 7, 30, 13, 5]","[4, 6, 28, 10, 9, 24]",0.6545
6202,"[8, 21, 27, 30, 18]","[1, 22, 17, 5, 19]","[10, 14, 3, 25, 23, 11]",0.7218
6203,"[19, 22, 5, 8, 1]","[27, 9, 3, 23, 11]","[10, 25, 14, 24, 7, 21]",0.7027
6204,"[11, 30, 15, 16, 26]","[1, 5, 23, 8, 24]","[10, 25, 6, 9, 19, 27]",0.645
6205,"[17, 13, 25, 4, 6]","[14, 24, 23, 3, 18]","[16, 9, 1, 10, 12, 29]",0.7035
6206,"[21, 29, 17, 15, 13]","[9, 18, 2, 6, 25]","[3, 4, 16, 5, 20, 26]",0.5935
6207,"[27, 24, 29, 9, 8]","[2, 12, 1, 5, 20]","[10, 14, 21, 26, 25, 13]",0.671
6208,"[22, 12, 19, 20, 30]","[26, 5, 27, 1, 17]","[14, 21, 4, 7, 13, 3]",0.6794
6209,"[23, 26, 4, 16, 28]","[5, 19, 18, 6, 12]","[27, 13, 8, 7, 3, 10]",0.5803
6210,"[20, 28, 14, 30, 10]","[17, 6, 3, 23, 4]","[25, 16, 22, 11, 15, 19]",0.6791
6211,"[25, 11, 20, 26, 2]","[28, 29, 1, 16, 3]","[19, 22, 5, 7, 14, 8]",0.6772
6212,"[17, 10, 28, 8, 22]","[1, 30, 7, 13, 12]","[15, 23, 4, 9, 27, 6]",0.581
6213,"[2, 8, 19, 3, 25]","[13, 1, 4, 15, 30]","[20, 23, 21, 18, 6, 24]",0.6453
6214,"[12, 20, 10, 19, 27]","[16, 3, 23, 5, 1]","[7, 24, 15, 9, 25, 22]",0.5711
6215,"[5, 3, 25, 18, 14]","[12, 2, 26, 20, 11]","[17, 1, 28, 27, 30, 23]",0.5319
6216,"[30, 19, 1, 12, 23]","[22, 28, 6, 18, 10]","[26, 2, 13, 25, 15, 4]",0.7039
6217,"[27, 22, 18, 13, 21]","[28, 19, 15, 23, 17]","[4, 10, 9, 1, 20, 14]",0.5426
6218,"[21, 14, 29, 27, 18]","[6, 11, 15, 13, 17]","[20, 5, 3, 25, 9, 24]",0.6101
6219,"[27, 23, 4, 7, 16]","[12, 25, 22, 17, 6]","[20, 8, 28, 21, 13, 2]",0.5481
6220,"[21, 28, 7, 30, 15]","[1, 24, 14, 6, 26]","[3, 17, 11, 20, 2, 10]",0.6751
6221,"[2, 22, 21, 1, 9]","[5, 23, 15, 28, 20]","[6, 11, 14, 25, 13, 26]",0.602
6222,"[25, 17, 2, 4, 14]","[13, 19, 18, 11, 27]","[30, 20, 7, 1, 21, 9]",0.6597
6223,"[24, 1, 3, 2, 25]","[20, 27, 22, 21, 9]","[7, 23, 15, 4, 19, 18]",0.6042
6224,"[5, 16, 24, 26, 15]","[25, 1, 17, 10, 9]","[20, 19, 28, 4, 12, 3]",0.5292
6225,"[1, 17, 15, 9, 4]","[8, 25, 21, 6, 24]","[22, 14, 20, 28, 13, 19]",0.6832
6226,"[10, 27, 23, 11, 25]","[28, 30, 5, 4, 8]","[22, 3, 6, 7, 9, 2]",0.6489
6227,"[19, 15, 10, 25, 8]","[24, 3, 23, 16, 1]","[29, 7, 2, 18, 20, 30]",0.6855
6228,"[6, 9, 20, 5, 18]","[28, 27, 21, 16, 3]","[30, 24, 22, 13, 2, 11]",0.6151
6229,"[8, 5, 15, 27, 4]","[7, 28, 2, 11, 21]","[26, 22, 3, 1, 24, 13]",0.564
6230,"[2, 12, 3, 8, 25]","[15, 24, 6, 5, 20]","[19, 18, 7, 17, 14, 27]",0.5695
6231,"[18, 12, 3, 9, 25]","[21, 14, 30, 28, 19]","[24, 22, 5, 7, 16, 20]",0.5726
6232,"[16, 13, 1, 14, 15]","[20, 18, 6, 7, 23]","[11, 28, 10, 22, 2, 5]",0.6743
6233,"[28, 5, 25, 20, 30]","[15, 1, 29, 22, 10]","[14, 19, 23, 7, 18, 11]",0.5991
6234,"[15, 10, 16, 3, 4]","[25, 8, 7, 9, 21]","[29, 5, 14, 13, 27, 24]",0.5655
6235,"[17, 13, 23, 11, 7]","[19, 27, 8, 22, 4]","[26, 25, 18, 15, 1, 2]",0.6519
6236,"[17, 19, 20, 21, 22]","[1, 18, 9, 16, 6]","[3, 7, 24, 4, 2, 13]",0.6962
